meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
['investigate a crime'],,18,177,[],['キク']
['coughing'],,18,149,['しわぶき'],['ケイ']
['crime'],,18,149,"['せ.める', 'とが.める']","['タク', 'チャク']"
['despise'],,18,149,"['あざむ.く', 'あなど.る']","['マン', 'バン']"
"['plan', 'deliberate']",,17,149,['はか.る'],"['ボ', 'モ']"
['noisy'],,17,149,['かまびす.しい'],"['カ', 'ケ']"
"['accent', 'dialect']",,19,149,"['なま.る', 'あやま.る']",['カ']
"['slander', 'disparage', 'censure', 'criticize']",,19,149,['そし.る'],['キ']
['deceive'],,19,149,"['いつわ.る', 'いつわ.り']","['ケツ', 'キツ']"
"['proof', 'evidence', 'certificate', 'testify', 'verify', 'guarantee', 'witness']",,19,149,['あかし'],['ショウ']
['slander'],,21,149,['そし.る'],"['シン', 'セン']"
"['slander', 'false accusation']",,19,149,['そし.る'],"['シン', 'セン']"
['talk'],,19,149,['はなし'],['タン']
['delirious talk'],,20,149,"['うわごと', 'たわごと', 'うるさくしゃべ.る']","['トウ', 'セン', 'タン']"
"['shout', 'be noisy']",,20,149,['さわ.ぐ'],['ソウ']
['illustrate'],,20,149,"['たと.える', 'たと.え']",['ヒ']
"['translate', 'decode', 'encode']",,20,149,['わけ'],['ヤク']
['reproach'],,21,149,['せめ.る'],['ケン']
"['fame', 'reputation', 'praise']",,20,149,"['ほ.まれ', 'ほ.める']",['ヨ']
"['read', 'study', 'pronounce']",,22,149,['よ.む'],"['ドク', 'トク', 'トウ']"
['banquet'],,23,149,['うたげ'],['エン']
"['enemy', 'revenge']",,23,149,"['あだ', 'かたき']",['シュウ']
['defamation'],,24,149,['そし.る'],"['ザン', 'サン']"
"['allow', 'permit', 'yield', 'concede']",,24,149,['ゆず.る'],['ジョウ']
['omen'],,24,149,[],['シン']
"['noisy', 'disputatious']",,24,149,['かまびす.しい'],"['カン', 'ケン']"
"['praise', 'picture title']",,26,149,"['ほ.める', 'たた.える']",['サン']
['tree spirit'],,12,150,['こだま'],"['コ', 'カ']"
['empty'],,17,150,"['ひら.ける', 'ひろ.い']",['カツ']
['valley'],,17,150,"['たに', 'たにがわ']",['ケイ']
['an interjection of surprise'],,10,151,['あに'],"['カイ', 'ガイ', 'キ']"
['pea'],,15,151,[],"['エン', 'ワン']"
"['vertical', 'child']",,16,151,"['たて', 'た.てる', 'こども']",['ジュ']
"['bountiful', 'excellent', 'rich']",,18,151,"['ゆた.か', 'とよ']","['ホウ', 'ブ']"
"['pig', 'hog', 'pig radical (no. 152)']",,7,152,[],['シ']
['raising domestic animals'],,13,152,['やしな.う'],"['ケン', 'カン']"
"['pig', 'hog']",,16,152,"['い', 'いのしし']",['チョ']
"['snake', 'legless insect', 'badger or clawed dog radical (no. 153)']",,7,153,[],"['タイ', 'チ']"
['jackal'],,10,153,['やまいぬ'],['サイ']
"['marten', 'sable']",,12,153,['てん'],['チョウ']
['badger'],,13,153,['むじな'],"['カク', 'ハク']"
['brave heraldic beast'],,13,153,[],['キュウ']
['barbarians'],,13,153,['えびす'],"['ハク', 'ミャク']"
['a fox-like animal'],,14,153,['たぬき'],"['リ', 'ライ']"
"['lion', 'wild beast', 'wild horse']",,15,153,[],['ゲイ']
['brave heraldic beast'],,17,153,[],['ヒ']
['brave heraldic beast'],,11,153,[],['ヒ']
['tapir'],,17,153,[],"['バク', 'ミャク']"
"['pirate', 'thief']",,11,62,[],"['ザイ', 'サイ', 'ゾク']"
"['matter', 'material', 'substance']",,11,154,"['たち', 'ただ.す', 'もと', 'わりふ']","['シツ', 'シチ', 'チ']"
"['covet', 'indulge in']",,11,154,['むさぼ.る'],"['タン', 'ドン', 'トン']"
"['leave behind', 'gift']",,12,154,['おく.る'],['イ']
"['treasure', 'assets', 'pay a fine']",,13,154,['たから'],['シ']
['two'],,12,154,"['ふた.つ', 'そえ']","['ニ', 'ジ']"
['number two'],,11,154,"['ふた.つ', 'そえ']","['ニ', 'ジ']"
"['degrade', 'disparage', 'belittle', 'demote']",,11,154,"['けな.す', 'おとし.める', 'おと.す']",['ヘン']
"['buy', 'tradesman']",,13,154,"['あきな.い', 'あきな.う', 'う.る', 'か.う']","['コ', 'カ']"
['decorate'],,12,154,[],"['フン', 'ヒ', 'ホン']"
"['despise', 'low-life', 'poverty']",,15,154,"['いや.しい', 'いや.しむ', 'しず', 'やす.い']","['セン', 'ゼン']"
"['sell', 'betray', 'show off']",,15,154,"['う.る', 'う.れる']",['バイ']
['gift'],,15,154,"['たま.う', 'たまもの']",['ライ']
"['dice', 'temple visit']",,17,154,[],['サイ']
['coax'],,17,154,['すか.す'],"['タン', 'レン']"
['condolence gift'],,17,154,[],['フ']
"['offering', 'sacrifice']",,18,154,['にえ'],['シ']
['luxury'],,18,154,['いぼ'],['セイ']
"['help', 'support', 'assist', 'aid']",,19,154,"['たす.ける', 'たた.える']",['サン']
['beautiful'],,19,154,[],['イン']
"['victory', 'surplus']",,20,154,['あまり'],['エイ']
"['have enough of', 'add to']",,20,154,['すく.う'],['セン']
"['going away present', 'parting gift']",,21,154,['はなむけ'],['シン']
"['bring', 'take', 'bring about']",,21,210,"['もたら.す', 'もた.らす']","['セイ', 'サイ', 'シ']"
['bribery'],,22,154,[],['ソウ']
['bribery'],,13,154,[],['ソウ']
"['strength', 'power']",,21,154,[],['ヒ']
['redeem'],,22,154,['あがな.う'],['ショク']
['get red'],,12,155,['あから.める'],['タン']
['red'],,16,155,['あかつち'],['シャ']
"['walk', 'go on foot', 'run', 'leave']",,7,156,['はし.る'],['ソウ']
"['strong and brave', 'valiente', 'valeroso']",,10,156,[],['キュウ']
"['go to', 'follow']",,12,156,['お.う'],['チン']
"['nimble', 'late-going']",,14,156,[],"['チョウ', 'ジョウ', 'キョウ']"
['stand on tiptoes'],,11,157,"['つまだ.つ', 'むつゆび']",['キ']
"['footprint', 'remains']",,11,157,"['あと', 'はや.い']",['シ']
"['foot', 'calyx', 'sitting in the lotus position']",,11,157,['あし'],"['シ', 'フ']"
['sitting in the lotus position'],,12,157,[],['カ']
"['stagger', 'reel', 'stumble']",,12,157,[],['サン']
['sole of the foot'],,12,157,['あしのうら'],['セキ']
['stumble'],,12,157,"['あやまつ', 'つまず.く']",['テツ']
"['lame', 'lameness', 'odd shoe']",,12,157,"['びっこ', 'ちんば']","['ハ', 'ヒ']"
"['epilogue', 'postscript']",,12,157,"['おくがき', 'ふ.む']","['ハツ', 'バツ']"
['kneel'],,13,157,['ひざまず.く'],['キ']
['sound of footsteps'],,13,157,[],['キョウ']
['heel'],,13,157,['くび.す'],['コン']
['barefooted'],,13,157,['はだし'],['セン']
"['bow', 'stoop', 'bend over', 'crouch']",,14,157,"['こご.む', 'くぐま.る', 'かが.む', 'せぐく.まる']",['キョク']
"['neglect', 'careless', 'lax']",,14,157,"['うと.い', 'うと.む', 'まば.ら']","['ソ', 'ショ']"
"['stagger', 'falter']",,14,157,[],"['ロウ', 'リョウ']"
['barefoot'],,14,157,[],['ト']
['ankle'],,15,157,['くるぶし'],['カ']
"['crouch', 'cower']",,15,157,['うずく.まる'],"['キョ', 'コ']"
"['step on', 'trample', 'practice', 'carry through']",,15,157,['ふ.む'],['セン']
['hesitate'],,15,157,[],['チ']
['step on'],,16,157,['ふ.む'],['ジュウ']
['heel'],,16,157,"['かかと', 'くび.す', 'きび.す', 'つ.ぐ']",['ショウ']
['go beyond'],,16,157,['こ.える'],"['ユ', 'ヨウ']"
"['jump', 'dance', 'leap', 'skip']",,16,157,['おど.る'],['ヨウ']
['path'],,17,157,"['みち', 'わた.る']",['ケイ']
['cripple'],,17,157,"['いざ.る', 'あしなえ', 'なや.む']",['ケン']
['stumble'],,17,157,['つまず.く'],['サ']
"['move', 'stagger']",,17,157,"['うご.く', 'よろ.めく']","['ソウ', 'ショウ']"
['stealthy footsteps'],,17,157,[],['セキ']
"['step on', 'trample', 'carry through', 'appraise', 'evade payment']",,17,157,['ふ.む'],['トウ']
"['a tight place', 'scowl', 'approaching']",,18,157,['せ.まる'],"['シュク', 'セキ']"
"['footprints', 'traces', 'tracks']",,18,157,['あと'],['ショウ']
['sole of foot'],,18,157,"['あしうら', 'あしのうら']",['セキ']
"['remains', 'clue', 'footprint']",,15,157,['あと'],"['ソウ', 'ショウ']"
"['staggering', 'tottering']",,18,157,['よろ.めく'],"['マン', 'ハン']"
['one who preceeds king in procession'],,18,157,['さきばらい'],['ヒツ']
['stumble'],,19,157,"['たお.れる', 'つまず.く']","['ケツ', 'ケイ']"
"['crouch', 'squat', 'cower']",,19,157,"['つくば.う', 'うずくま.る']","['ソン', 'シュン']"
"['webfoot', 'web']",,19,157,['みずかき'],"['ボク', 'ホク']"
['noisy'],,20,157,['さわ.ぐ'],['ソウ']
['hesitate'],,19,157,['ためら.う'],"['チョ', 'チャク']"
"['tap with the feet', 'ruins']",,20,157,[],"['チョク', 'タク']"
"['crawl', 'cripple']",,20,157,"['いざ.る', 'いざ.り']",['ヘキ']
['climb'],,21,157,['のぼ.る'],"['セイ', 'サイ']"
['hesitate'],,21,157,['ためら.う'],"['チュウ', 'チュ', 'シュウ', 'ジュ']"
['stumble'],,22,157,['つまず.く'],['チ']
"['squat', 'sit on heels', 'loiter']",,22,157,"['しゃが.む', 'たちもとお.る']",['テキ']
['movement of the sun/moon through the heavens'],,22,157,['ふ.む'],['テン']
"['edge forward', 'trample']",,23,157,"['にじ.る', 'ふ.む']",['リン']
"['edge forward', 'trample']",,26,157,"['にじ.る', 'ふ.む']",['リン']
['step on'],,25,157,['ふ.む'],['ジョウ']
"['body', 'self']",,10,158,['み'],"['キュウ', 'キョウ']"
"['the body', 'substance', 'object', 'reality']",,12,158,"['からだ', 'かたち']","['タイ', 'テイ']"
"['body', 'group', 'class', 'unit']",,20,158,"['からだ', 'かたち']","['タイ', 'テイ']"
"['dodge', 'parry', 'avoid']",,13,158,['かわ.す'],['タ']
"['training', '(kokuji)']",,16,158,"['しつ.ける', 'しつけ']",[]
"['soon after', 'presently', 'almost', 'all but', 'no more than', 'after all', '(kokuji)']",,19,158,['やがて'],[]
"['soon after', 'presently', 'almost', 'all but', 'no more than', 'after all', '(kokuji)']",,24,158,['やがて'],[]
"['squeak', 'creak', 'grate']",,8,159,"['きし.る', 'きし.む']",['アツ']
['yoke'],,11,159,['くびき'],"['ヤク', 'アク']"
"['rumble', 'explosion', 'blast']",,11,159,"['とどろ.かす', 'とどろ.く']",['コウ']
['pass along'],,12,159,['すぎ.る'],"['イツ', 'テツ']"
['difficult progress'],,12,159,[],['カ']
"['sad', 'revolve']",,12,159,['よこぎ'],['シン']
['front railing on a carriage'],,13,159,['しきみ'],"['ショク', 'シキ']"
['low'],,13,159,[],['チ']
['carriage'],,13,159,['くるま'],['ロ']
"['light', 'easy', 'simple', 'gentle']",,14,159,"['かる.い', 'かろ.やか', 'かろ.んじる']",['ケイ']
"['promptly', 'easily', 'i.e.']",,14,159,"['すなわち', 'わきぎ']",['チョウ']
['sides of chariot were weapons'],,15,159,"['すなわち', 'わきぎ']",['チョウ']
['pull'],,14,159,"['おそ.い', 'ひ.く']",['バン']
"['wagon', 'dray', 'canopied cart']",,15,159,"['こにだ', 'ほろぐるま', 'にぐるま']",['シ']
"['stop', 'mend']",,15,159,['や.める'],['テツ']
['counter for large vehicles'],,15,159,[],['リョウ']
"['numerary adjunct for vehicles', 'vehículo', 'contador para vehículos']",,13,159,[],['リョウ']
['palanquin'],,15,159,"['たごし', 'てぐるま']",['レン']
['gather'],,16,159,['あつ.まる'],['ソウ']
['spoke (wheel)'],,16,159,['や'],['フク']
['connection between axle and carriage'],,16,159,['とこしばり'],['フク']
['shaft'],,17,159,['ながえ'],['エン']
['hub (of wheel)'],,17,159,['こしき'],['コク']
['squeak'],,17,159,"['きし.る', 'めぐ.る']","['テン', 'ネン']"
"['sleigh', 'sled', '(kokuji)']",,18,159,['そり'],[]
"['shift', 'move', 'turn']",,18,159,"['ころ.がる', 'ころ.げる', 'ころ.がす', 'ころ.ぶ', 'まろ.ぶ', 'うたた', 'うつ.る']",['テン']
"['pulley', 'roller']",,18,159,['ころ'],['ロク']
"['palanquin', 'litter']",,19,159,['かご'],['キョウ']
"['difficulty', 'misfortune']",,20,159,[],"['カン', 'コン']"
['hearse'],,21,159,"['ひつぎぐるま', 'じしゃ']",['ジ']
['run over'],,22,159,"['ひ.く', 'きし.る']",['レキ']
['creaking sound'],,23,159,[],['レキ']
['pulley'],,23,159,[],['ロ']
"['sin', 'crime']",,12,160,['つみ'],['コ']
"['false', 'punish', 'crime', 'law']",,13,160,"['きみ', 'ひら.く', 'め.す']","['ヘキ', 'ヒ']"
"['pungent', 'spicy', 'harsh', 'cruel', 'severe']",,14,160,['から.い'],['ラツ']
"['words', 'speech', 'expression', 'phrase']",,19,160,['や.める'],['ジ']
"['speech', 'dialect']",,21,160,"['わきま.える', 'わ.ける', 'はなびら', 'あらそ.う']","['ベン', 'ヘン']"
"['glide', 'skate', 'slip', 'fail in exams', '(kokuji)']",,5,162,"['すべ.る', 'すべ.らす']",[]
"['some way or other', 'very', '(kokuji)']",,8,162,['とても'],[]
"['far', 'distant']",,9,162,['はるか'],"['ケイ', 'ギョウ']"
"['far off', 'distant']",,9,162,[],"['チョ', 'チョウ']"
"['edify', 'way', 'path', 'camino', 'senda', 'caminar']",,8,162,"['みち', 'みちび.く', 'すす.む', 'いた.る']",['テキ']
"['escape', 'flee', 'abscond', 'dodge']",,9,162,"['に.げる', 'に.がす', 'のが.す', 'のが.れる']",['トウ']
"['approach', 'near', 'close']",,18,162,['ちか.い'],"['ジ', 'ニ']"
['go around'],,10,162,[],"['カイ', 'エ']"
['meet'],,10,162,"['あ.う', 'まみ.える']",['コウ']
"['mark', 'print', 'impression']",,10,162,['あと'],"['セキ', 'シャク']"
"['in other words', 'thou', 'you', 'possessive particle']",,10,162,"['の', 'すなわ.ち', 'なんじ']","['ナイ', 'ダイ', 'アイ']"
"['pair', 'gather', 'meet']",,11,162,['つれあ.い'],['キュウ']
['path'],,11,162,"['みち', 'こみち', 'さしわたし', 'ただちに']",['ケイ']
"['saunter', 'go back']",,11,162,['しりぞ.く'],['シュン']
"['saunter', 'loaf']",,11,162,[],['ショウ']
"['sturdy', 'brawny', 'bold']",,11,162,['たくま.しい'],['テイ']
['far'],,11,162,['とお.い'],['テキ']
['flee'],,11,162,['のが.れる'],"['ホ', 'フ']"
"['ravine', 'valley', '(kokuji)']",,11,162,"['さこ', 'せこ']",[]
"['long', 'winding', 'oblique']",,12,162,[],['イ']
['broad road'],,12,162,['おおじ'],['キ']
"['arrive at', 'reach', 'intelligent']",,12,162,['-たち'],"['タツ', 'ダ']"
"['gush out', 'spurt']",,10,162,"['ほとばし.る', 'はし.る']","['ホウ', 'ヒョウ']"
"['stop', 'suppress']",,12,162,"['とど.める', 'と.める']",['アツ']
['distant'],,13,162,"['とお.い', 'なんぞ']",['カ']
['leisure'],,13,162,"['いとま', 'ひま']","['カン', 'コウ']"
"['strong', 'powerful']",,13,162,"['せま.る', 'つよ.い']",['シュウ']
"['strong', 'unyielding', 'forceful']",,11,162,"['せま.る', 'つよ.い']",['シュウ']
['as might be expected'],,13,162,"['うかが.う', 'さすが']",['テイ']
"['pass', 'go beyond']",,13,162,"['いよいよ', 'こ.える']",['ユ']
"['bravo', 'admirable', '(kokuji)']",,13,162,['あっぱれ'],[]
['meet'],,14,162,"['あ.う', 'まみ.える']",['コウ']
"['hand over', 'deliver', 'substitute']",,14,162,"['かわ.る', 'たがいに']",['テイ']
"['play', 'enjoyment']",,15,162,['あそ.ぶ'],['ゴウ']
"['deceive', 'hide', 'conceal', 'flee']",,15,162,['のが.れる'],['トン']
['surround'],,16,162,['めぐ.る'],"['ニョウ', 'ジョウ']"
['at the mercy of (the waves)'],,16,170,"['まにまに', 'したが.う']",['ズイ']
"['late', 'tardy', 'slow', 'delay']",,16,162,"['おく.れる', 'おく.らす', 'おそ.い']",['チ']
['meet unexpectedly'],,17,162,['あ.う'],['カイ']
"['fear', 'agitation', 'confusion', 'hurry']",,17,162,"['あわ.てる', 'あわただ.しい', 'すみやか', 'にわか']",['キョ']
"['go', 'excel']",,17,162,['ゆ.く'],"['マイ', 'バイ']"
"['go to meet', 'call']",,17,162,"['むか.える', 'もと.める']",['ヨウ']
"['edge', 'margin', 'side', 'border']",,19,162,"['あた.り', 'ほと.り', '-べ']",['ヘン']
"['edge', 'margin', 'side', 'border']",,18,162,"['あた.り', 'ほと.り', '-べ']",['ヘン']
"['go around', 'conceal']",,23,162,['めぐ.る'],['ラ']
"['village', 'hamlet', 'rustic']",,7,163,['むら'],['ソン']
"['place name', 'tree cricket']",,8,163,[],['カン']
['hill'],,8,163,['おか'],['キュウ']
['place name'],,8,163,[],['ショウ']
['place name'],,10,163,[],['エイ']
"['crevice', 'interstice']",,10,163,[],"['ゲキ', 'キャク', 'ケキ']"
['follow'],,11,63,['したが.う'],['コ']
['earthwork enclosure around a castle'],,10,163,['くるわ'],['フ']
"['place name', 'frankly']",,12,163,[],['ガク']
['place name'],,13,163,[],"['スウ', 'シュ', 'シュウ']"
"['lowly', 'the country', 'the countryside', 'be countrified']",,14,163,"['ひな', 'ひな.びる', 'いや.しい']",['ヒ']
['place name'],,15,163,[],['タン']
"['neighbor', 'neighborhood']",,16,163,"['とな.る', 'となり']",['リン']
['intoxication'],,9,164,['よう'],['テイ']
"['addiction', 'poison']",,11,164,['ふ.ける'],"['タン', 'チン']"
"['rebrew', 'ferment again']",,11,164,[],['トウ']
"['height of', 'thick of', 'full swing']",,12,164,['たけなわ'],['カン']
['milk'],,12,164,[],['ソ']
['sweet sake'],,13,164,['よう'],['メイ']
"['drunken babbling', 'offer']",,14,164,[],"['シン', 'イン']"
['hangover'],,14,164,[],['テイ']
['vinegar'],,15,164,['す'],['サク']
"['get drunk', 'feel sick', 'poisoned', 'elated', 'spellbound']",,15,164,"['よ.う', 'よ.い']",['スイ']
"['remove astringency', 'bleach in water']",,15,164,"['あわ.す', 'さわ.す']","['ラン', 'リン']"
['salted meat'],,17,164,"['ひしお', 'ししびしお', 'しおから']",['カイ']
['medicine'],,18,164,"['い.やす', 'い.する', 'くすし']",['イ']
['vinegar'],,19,164,[],"['ケイ', 'カイ']"
['unrefined sake or shoyu'],,18,164,"['もろみ', 'にごりざけ']",['ロウ']
['contribution for a feast (potluck)'],,20,164,[],['キョ']
['sweet sake'],,20,164,['あまざけ'],"['レイ', 'ライ']"
['hunger'],,21,164,['よう'],['クン']
"['brew', 'cause']",,24,164,['かも.す'],['ジョウ']
['smear with blood'],,25,164,"['ちぬ.る', 'すき', 'ひま']",['キン']
"['glaze', 'enamel']",,12,165,['うわぐすり'],['ユウ']
['explain'],,20,165,"['とく', 'す.てる', 'ゆる.す']","['シャク', 'セキ']"
"['few', 'tenth of a bu']",,18,166,"['おさ.める', 'さいわ.い', 'りん']",['リ']
"['knife', 'sword']",,10,167,"['かたな', 'そり']",['トウ']
"['forge', 'temper', 'anneal']",,10,167,[],"['ハチ', 'ハツ']"
"['kettle', 'cauldron', 'iron pot']",,10,167,['かま'],['フ']
['gold'],,10,167,['かね'],['コク']
"['sword', 'dagger', 'saber']",,11,167,['つるぎ'],['ケン']
['ornamental hairpin'],,11,167,"['かざし', 'かんざし']","['サイ', 'サ']"
['halberd'],,11,167,[],['シ']
"['equal', 'important point']",,12,167,['ひと.しい'],['キン']
"['hatchet', 'adze']",,12,167,[],['キン']
"['selection', 'summary', '1/10 shaku']",,12,167,[],['ショウ']
"['bell', 'surname']",,12,167,[],['タク']
['button'],,12,167,"['ぼたん', 'つまみ']","['チュウ', 'ジュウ']"
['sheet metal'],,12,167,[],"['バン', 'ハン']"
['battleaxe'],,13,167,['まさかり'],['エツ']
['shut up'],,13,167,"['つぐ.む', 'くびかせ']","['ケン', 'カン']"
"['big', 'great']",,13,167,['はがね'],['キョ']
['handle'],,13,167,['つ.る'],['ケン']
"['hook', 'barb', 'gaff', 'brackets']",,13,167,"['かぎ', 'はり', 'ばり']","['コウ', 'ク']"
['hatchet'],,13,167,"['なた', 'ほこ']",['シャ']
"['iron', 'strong', 'solid', 'firm']",,14,167,['くろがね'],['テツ']
['ornamental hairpiece'],,13,167,['かんざし'],"['デン', 'テン']"
"[""carpenter's plane""]",,13,167,['かんな'],"['ホウ', 'ビョウ']"
['brass'],,13,167,[],"['セキ', 'ジャク']"
"[""horse's bit""]",,14,167,"['くつわ', 'くわ.える']",['カン']
"['measuring unit, 1/16 of a ryou', 'percent', 'small', 'slight']",,14,167,[],['シュ']
"['measure', 'scales', 'weigh']",,14,167,['はか.る'],['セン']
"['harpoon', 'gaff']",,14,167,"['もり', 'すき']","['セン', 'テン']"
['gold'],,13,167,['よいかね'],['リュ']
"['scissors', 'tijeras', 'perforadora']",,15,167,"['はさみ', 'はさ.む', 'つるぎ']",['キョウ']
"['rust', 'tarnish']",,15,167,['さび'],"['シュ', 'シュウ']"
"['erase', 'shut (door)']",,15,167,"['け.す', 'と.ける', 'かわ.す', 'とろ.かす']","['ショウ', 'ソウ']"
['sword point'],,14,167,"['ほこさき', 'きっさき', 'へさき']",['ボウ']
"['armour havelock', 'helmet neck guard']",,16,167,"['しろこ', 'しころ']","['ア', 'エ']"
['metal bowl'],,16,167,['かなまり'],['エン']
"['kind of percussion instrument', 'clamp']",,16,167,[],"['リョウ', 'キョウ']"
"['confinement', 'to tie']",,16,167,['ふさ.ぐ'],['コ']
"['unit of weight', 'small', 'slight']",,16,167,[],['シ']
['100th of yen'],,16,167,"['ぜに', 'すき']",['セン']
['gong'],,16,167,[],['ソウ']
['armor neckplates'],,16,167,['しころ'],"['テツ', 'テイ']"
"['metal jewelry', '(kokuji)']",,15,167,['かざり'],[]
"['holmium', 'pattern on sword blade']",,15,167,['にえ'],['カ']
"['tin plate', '(kokuji)']",,16,167,[],['ブ']
['armour neck plates'],,17,167,[],['カ']
['sound of bells and drums'],,17,167,[],['コウ']
['needle'],,17,167,"['はり', 'さ.す']",['シン']
['brass'],,17,167,[],"['チュウ', 'トウ']"
['unsatisfactory'],,17,167,[],['チン']
['unit of weight'],,18,167,['かぎ'],['イツ']
['sword-blade ridges'],,18,167,"['しのぎ', 'なべ']",['コウ']
['ancient peace-preservation centers'],,18,167,"['しず.める', 'しず.まる', 'おさえ']",['チン']
"['fuse', 'melt']",,18,167,"['と.ける', 'と.かす', 'いがた']",['ヨウ']
"['clamp', '(kokuji)']",,18,167,['かすがい'],[]
"['massacre', 'annihilation']",,19,167,['みなごろ.し'],['オウ']
['clinking sound'],,20,167,['つく'],['コウ']
['cold chisel'],,19,167,['たがね'],"['サン', 'ザン']"
"['rust', 'corrosion']",,19,167,['さび'],['シュウ']
['tinkling of jade or metal pendants'],,19,167,[],"['ソウ', 'ショウ']"
"['arrowhead', 'barb']",,19,167,['やじり'],"['ソク', 'ゾク']"
"['soldering iron', 'trowel', 'curling iron', 'flat iron']",,19,167,['こて'],['マン']
['gold'],,19,167,[],['リュウ']
"['chain', 'irons', 'connection']",,19,167,['くさり'],['レン']
"['inlay', 'set', 'mount']",,19,167,['ちりば.める'],"['ル', 'ロウ']"
['coin of smallest value'],,20,167,"['びた', 'しころ']","['ワ', 'ア']"
"['sword guard', 'hilt']",,20,167,['つば'],"['タン', 'シン']"
"['ferrule', 'butt end']",,20,167,['いしづき'],['タイ']
['gong'],,20,167,['どら'],"['ドウ', 'ニョウ']"
"['hatchet', 'vanadium']",,20,167,[],['ハン']
"['silver', 'platinum', 'chains']",,20,167,['あしかせ'],['リョウ']
"['metal ring', 'link', 'drawer pull']",,21,167,"['たまき', 'わ']",['カン']
"['carve', 'engrave', 'chisel']",,20,167,"['ほ.る', 'え.る', 'き.る', 'のみ']",['セン']
['iron'],,21,167,['くろがね'],['テツ']
['iron'],,20,167,['くろがね'],['テツ']
"['chain', 'tip of a scabbard', 'flatiron']",,21,167,"['くさり', 'こじり', 'こて', 'なべ']","['ト', 'ソウ', 'トウ']"
['name'],,22,167,[],['バン']
"['take warning from', 'learn from', 'pattern', 'example']",,23,167,"['かんが.みる', 'かがみ']",['カン']
"['cast', 'mint']",,22,167,['い.る'],"['チュウ', 'シュ', 'シュウ']"
['ore'],,23,167,['あらがね'],['コウ']
"['melt', 'be charmed', 'captivated']",,23,167,"['とろ.かす', 'と.かす']",['シャク']
"['file', 'rasp']",,23,167,['やすり'],"['ロ', 'リョ']"
['solder'],,23,167,[],['ロウ']
"['hearth', 'fireplace', 'furnace']",,24,167,['いろり'],['ロ']
"['hearth', 'fireplace', 'furnace']",,12,167,['いろり'],['ロ']
['lock'],,25,167,['かぎ'],['ヤク']
['steam boiler'],,25,167,['かま'],['カン']
"['pluck hair', 'tweezers']",,26,167,['けぬき'],"['セツ', 'ジョウ', 'ニョウ']"
['make fire by rubbing sticks'],,27,167,['き.る'],['サン']
['make fire by rubbing sticks'],,23,167,['き.る'],['サン']
['gong'],,27,167,['どら'],['ラ']
"[""bells on emperor's carriage""]",,27,167,['すず'],['ラン']
['hoe'],,28,167,[],"['カク', 'キャク']"
['chisel'],,28,167,"['のみ', 'うが.つ']",['サク']
['gate bar'],,9,169,['かんぬき'],"['サン', 'セン']"
"['shut', 'close', 'obstruct', 'block up']",,11,169,"['と.じる', 'と.ざす', 'し.める', 'し.まる', 'た.てる']",['ヘイ']
"['to be obstructed', 'to be blocked', '(kokuji)']",,11,169,['つか.える'],[]
"['grieve', 'be sad', 'pity']",,12,169,"['あわ.れむ', 'うれ.える']","['ビン', 'ミン']"
"['shake while rinsing', 'pan for gold', '(kokuji)']",,12,169,"['ゆり', 'ゆ.る', 'ゆ.れる']",[]
"['water gate', 'lock']",,13,169,['ひのくち'],['コウ']
['noisy'],,13,169,['さわが.しい'],"['ドウ', 'トウ']"
"['intercalation', 'illegitimate throne', '(phantom kanji)']",,13,169,['うるう'],"['ケイ', 'ギョク', 'ジュン']"
['bedroom'],,14,169,['ねや'],"['ケイ', 'ケ']"
['war cry'],,14,169,['とき'],['コウ']
['rural area'],,15,169,['さと'],"['リョ', 'ロ']"
"['obstruct', 'conceal']",,16,169,"['とど.める', 'ふさ.ぐ']","['ア', 'アツ', 'エン', 'ヨ']"
['town'],,16,169,[],['エン']
['eunuch'],,16,169,['おお.う'],"['エン', 'アン']"
['threshold'],,16,169,"['くぎり', 'しきい']","['シキ', 'イキ', 'キョク', 'ヨク']"
['wide'],,17,169,['ひろ.い'],['カツ']
['wide'],,17,85,['ひろ.い'],['カツ']
"['quiet', 'still']",,17,169,"['しずか', 'ひっそり']","['ゲキ', 'ケキ']"
"['watchtower', 'used phonetically']",,17,169,[],"['ト', 'ジャ']"
"['rise high', 'be well along']",,17,169,"['た.ける', 'たけなわ', 'てすり']",['ラン']
"['lack', 'gap', 'fail', 'imperial palace']",,18,169,['か.ける'],['ケツ']
['doors'],,18,169,['とびら'],['コウ']
['inquire about'],,18,169,['うかが.う'],['チン']
"['connection', 'barrier', 'gateway', 'involve', 'concerning']",,19,169,"['せき', 'かか.わる', 'からくり', 'かんぬき']",['カン']
['clarify'],,20,169,['みち.る'],['セン']
['gate'],,21,169,[],"['タツ', 'タチ']"
['open'],,21,169,['ひら.く'],"['ヘキ', 'ビャク']"
['thousand'],,6,170,[],['セン']
"['obstruct', 'distress', 'narrow']",,7,170,"['せま.い', 'ふさが.る', 'せま.る']","['ヤク', 'アイ', 'アク']"
['place name'],,7,170,[],['ゲン']
"['foundation', 'site', 'address']",,7,170,['あと'],['シ']
"['levee', 'embankment', 'hill', 'slope']",,8,170,['つつみ'],"['ヒ', 'ハ']"
"['east-west path between paddies', 'road']",,9,170,"['まち', 'みち']",['ハク']
"['melon', 'wrap']",,9,170,['ずい'],['ダ']
