meanings,jlpt_level,stroke_count,radicals,reading_kun,reading_on
[],,25,214,[],"['カク', 'ロク']"
"['beg', 'appeal for help']",,26,214,['よ.ぶ'],"['ヤク', 'ユ']"
[],,4,1,[],"['ジョウ', 'セイ']"
['to branch'],,6,4,[],"['ハ', 'ハイ']"
"['to store up', 'to pile up']",,6,4,[],['タイ']
[],,8,9,[],['リョウ']
[],,6,12,[],[]
[],,5,37,[],[]
"['female genitalia', 'vulva', '(kokuji)']",,9,44,"['つび', 'くぼ']",[]
[],,9,47,[],[]
[],,9,53,"['しか', 'か']",['ロク']
"['to cut', 'wound', 'hurt']",,6,62,[],[]
[],,11,64,[],[]
[],,23,75,['つか'],"['ハ', 'ヘ']"
[],,10,86,[],[]
[],,12,134,[],[]
"['metal flow', '(kokuji)']",,19,167,['ひ'],[]
['Japanese rice fish'],,23,195,['めいただき'],['シン']
"['thrush', '(kokuji)']",,20,196,['じない'],[]
"['to follow', 'to trust to', 'to put confidence in', 'to depend on', 'to turn around', 'to turn the body']",,6,4,[],[]
"['a cup with pendants', 'a pennant', 'wild', 'barren', 'uncultivated']",,7,8,[],[]
"['to help', 'to assist', 'to achieve', 'to rise', 'to raise']",,13,8,[],[]
"['great', 'big', 'tall', 'vast', 'noble', 'high in rank', 'very', 'much']",,10,9,[],[]
"['a generation', 'a class', 'a series', 'a kind']",,10,9,[],[]
"['a slave', 'a servant', 'used conventionally for oneself', 'a charioteer']",,15,9,[],[]
"['manner', 'appearance', 'form', 'face', 'bearing']",,7,12,['かお'],[]
"['average', 'equivalent', 'corresponding', 'to cover something carefully and tightly without a break']",,11,13,[],[]
"['a net', 'net-like', 'radical 122']",,4,14,[],[]
"['a marsh at the foot of the hills', 'name of a river']",,5,30,[],[]
"['to chew', 'to masticate', 'to dwell on', 'Chinese medicine term']",,7,30,[],[]
['loquacity'],,11,30,[],[]
"['Indistinct nasal utterance', 'laugh', 'sound of birds']",,11,30,[],[]
"['angry', 'the throat', 'what? how? why? which?']",,12,30,[],[]
"['vexingly verbose or wordy', 'prosy', 'complicated', 'annoying']",,13,30,[],[]
"['dogs fighting', 'to go to law', 'an indictment']",,15,30,[],[]
['to hold in the mouth'],,17,30,[],[]
"['an area of level ground', 'an open space', 'a threshing floor', 'arena for drill_ etc.', 'a place to pile a sand-hill']",,11,32,[],[]
"['to come out to the open', 'to be known by all', 'glossy', 'shining']",,8,37,[],[]
"[""used in girl's name""]",,10,38,[],[]
"['very', 'exceedingly', 'most', 'superior']",,11,40,[],[]
"['a house', 'a roof', 'look', 'appearance', 'space']",,12,40,[],[]
['shape of the sky'],,14,40,[],[]
"['to get', 'complacent', 'to obstruct', 'to hinder', 'to stop progress', 'to injure', 'to offend', 'to concern', 'hindrance', 'restraint']",,8,41,[],[]
"['shore', 'bank', 'beach', 'coast']",,8,46,[],[]
"['the rocks on the hills are of different shapes', 'rugged and weird', 'character different from others']",,11,46,[],[]
"['a fountain in the side of a hill', 'name of a mountain']",,12,46,[],[]
"['lump on the hills', 'rugged', 'rough', 'lofty', 'steep', 'the dejection one feels at heart']",,13,46,[],[]
"['mountain top', 'summit', 'pointing mountain']",,14,46,[],[]
"['island', 'isle']",,14,46,[],[]
[],,5,49,[],[]
"['a sail', 'to sail']",,6,50,[],[]
"['ragged clothing', 'ragged', 'old and wear out']",,8,50,[],[]
"['ragged clothes', 'left over', 'remainder', 'the excess', 'the surplus', 'to cut out (of silk fabrics) as a design']",,14,50,[],[]
['screen to make a temporary kitchen'],,15,50,[],[]
"['joy', 'delight', 'gratification']",,10,61,[],[]
"['careful', 'compassionate', 'to take an interest in', 'prudent', 'cautious', 'worried and grieved']",,14,61,[],[]
"['to lift up or off', 'to raise high', 'to unveil']",,21,64,[],[]
"['to hold', 'to grasp', 'to detain', 'to uphold', 'to push', 'to stand upright', 'expel', 'to shirk', 'to raise up']",,22,64,[],[]
"['thick', 'deep friendship', 'to treat kindly', 'generous']",,7,72,[],[]
"['motes in a sunbeam', 'bright', 'fibrous', 'to manifest', 'to display', 'to be illustrious', 'evident', 'to seem', 'to appear', 'cocoons', 'chrysalis', 'will not have a pleasant conversation']",,14,72,[],[]
"['light', 'bright', 'clear']",,16,72,[],[]
"['to advance', 'to increase', 'to flourish']",,16,72,[],[]
"['a kind of tree', 'a harrow', 'a drag', 'a written contract or agreement', 'a bond', 'a deed', 'handles of spears or lances used in ancient times']",,11,75,[],[]
"[""a builder's frame for measuring"", 'juniper', 'a poker (for stirring fire)', 'a cylinder part on the old style of wooden doors']",,12,75,[],[]
"['but', 'how', 'what', 'a remedy', 'a resource', 'to bear', 'to endure']",,12,75,[],[]
"['a tree', 'a fence', 'a palisade', 'a railing']",,14,75,[],[]
['an oar'],,15,75,[],[]
"['to plant', 'to set up', 'to erect', 'plants']",,17,75,[],[]
['to breath with mouth open'],,9,76,[],[]
"['to temper iron or steel for making swords_ etc. (also used figuratively)', 'to dip into water', 'to soak', 'to dye']",,8,85,[],[]
"['statutes', 'laws', 'regulations', 'a rule', 'legal standard', 'plan or methods_ etc.']",,9,85,[],[]
"['to trace up to a source', 'to go against the stream', 'water']",,13,85,[],[]
"['to overflow', 'to spread']",,17,85,[],[]
['name of a river in Shanxi'],,23,85,[],"['ハ', 'バ']"
"['solitary', 'alone', 'single', 'brotherless', 'friendless', 'helpless', 'dice', 'a kind of gambling game played in ancient times']",,11,86,[],[]
"['flame', 'blaze', 'glowing', 'brilliant']",,13,86,[],[]
"['ashes', 'candle end']",,18,86,[],[]
['a calf'],,11,93,[],[]
"['small pig', 'sucking pig', 'to shuffle along without lifting the feet']",,9,94,['トン'],[]
"['a kind of animal (looks like weasel)', 'an ape with black color and long tail']",,10,94,[],[]
"['a dog', 'canine']",,14,94,[],[]
"['a kind of beast', 'a legendary monster']",,17,94,[],[]
"['griping colic', 'illness', 'disease']",,7,104,[],[]
"['dropsy', 'hydrophillic swelling']",,9,104,[],[]
['jaundice'],,14,104,[],[]
['disease of the private part of the human body'],,17,104,[],[]
['disease of the private part of the human body'],,21,104,[],[]
"['to wink eyelashes', 'having one eye smaller than the other', 'joke', 'witticism', 'pleasantry', 'jest', 'fun']",,12,109,[],[]
"['to look at', 'to see', 'pretty eyes', 'farsightedness (as a physical defect)', 'hypermetropia', 'to look from a distance']",,15,109,[],[]
"['to worship', 'to honor by a rite or service', 'to offer sacrifices']",,11,113,[],[]
[],,11,115,[],[]
"['rice boiled to gruel', 'congee', 'porridge']",,12,115,[],[]
"['a variety of panicled millet', 'a small coarse grain resembling sorghum']",,14,115,[],[]
"['to talk in sleep', 'somniloquy']",,19,116,[],[]
"['a kind of bamboo', 'colorless bamboo', 'bamboo shoot']",,11,118,[],[]
"['a bamboo mat used in ancient times', 'a sleeping mat']",,12,118,[],[]
"['a cover', 'a shade', 'a basket used to catch fish']",,14,118,[],[]
"['a leaf', 'the page of a book', 'a leaf of a door', 'a lobe of the lungs or liver']",,15,118,[],[]
"['a bamboo ware for washing rice', 'a measuring unit used in ancient times', 'equal to 16 Chinese peck']",,19,118,[],[]
"['long', 'a gown', 'a long dress']",,12,120,[],[]
['in ancient times_ article for preparing the body for the coffin (something slipped on the hand of the dead)'],,15,120,[],[]
"['a hawser', 'a cable', 'a rope']",,22,120,[],[]
"['a vase', 'a pitcher', 'earthenware']",,10,121,[],[]
"['the sides of the trunk from armpits to ribs', 'the flank']",,13,130,[],[]
"['a kind of insects', 'earthworm', 'durable', 'strong and soft', 'pliable yet tough']",,14,130,[],[]
"['a piece of one foot two inches dried seasoned meat', 'to paste up', 'to attach to', 'to stick up', 'to glue', 'rotten fat', 'grease_ lard_ etc.', 'bowels']",,15,130,[],[]
"['a pig', 'the belly', 'the abdomen']",,16,130,[],[]
"['to wrinkle', 'to contract', 'beautiful', 'elegant', 'dried and seasoned meat', 'excellent food', 'delicacies']",,17,130,[],[]
"['a lookout', 'a tower', 'a terrace', 'a platform', 'a stage']",,13,133,[],[]
['to lick'],,11,135,[],[]
"['sprightly boat', 'light boat']",,14,137,[],[]
"['grass', 'straw', 'herbs', 'weeds']",,6,140,[],[]
"['a flower', 'a cluster of flowers', 'a bud', 'lobe of the ear']",,12,140,[],[]
"['lush growth of grass', 'trees and fruits']",,16,140,[],[]
"['the shade of a tree', 'to cover up', 'to cover or screen']",,18,140,[],[]
"['insects', 'worms']",,7,142,[],[]
['moth'],,13,142,[],[]
"['a kind of worm', 'can be used in Chinese medicine']",,17,142,[],[]
"['sympathy', 'pity']",,9,143,[],[]
"[""children's garments"", 'a mat for wrapping garments']",,14,145,[],[]
['shiny dresses'],,19,145,[],[]
"['to quell (uprising_ rebellion_ etc.) to punish (another nation_ etc.) by force of arms', 'sound', 'voice', 'tone']",,9,149,[],[]
"['chaos', 'distraction', 'confusion', 'confused', 'continuous', 'uninterruptedto tie together', 'to manage']",,19,149,[],[]
"['a primitive tribe in southwest China', 'nocturnal hunting']",,19,153,[],[]
"['a windlass', 'a pulley', 'a capstan']",,11,159,[],[]
"[""name of an old country in today's Hubei province"", ""name of a place in today's Jiangsu province""]",,11,163,[],[]
"['high mountains', 'steep', 'lofty']",,21,170,[],[]
['the male of birds'],,13,172,[],[]
['quail'],,19,172,[],[]
"['the spirit', 'the soul', 'divine', 'super-natural']",,18,173,[],[]
"['to entertain a departing friend', 'a parting present of food or money']",,15,184,[],[]
"['numerous', 'very many', 'large group of horses traveling in a line']",,34,187,[],[]
"['the pelvis', 'bone stuck in the throat', 'the kneecap', 'patella', 'the five lowest pieces of bone of the spinal column']",,15,188,[],[]
"['the upper part of the shinbone', 'or tibia']",,16,188,[],[]
"['to rap', 'to tap', 'to beat', 'big', 'great', 'large', 'tall', 'high']",,13,189,[],[]
"['god', 'spirit', 'immortal', 'mountain deity']",,16,194,[],[]
"['a kind of water bird', 'with black color', 'female', 'woman-like']",,16,196,[],[]
['a pheasant-like bird'],,17,196,[],[]
"['a second name for crane', 'a small swan', 'a second name for wagtail']",,24,196,[],[]
"['parapet', 'invisible']",,4,1,['みえぬ'],"['ベン', 'メン']"
['to join or connect the vine'],,2,2,['まつわる'],['キュウ']
"['half of tree trunk', 'rad. no. 90']",,4,90,[],[]
"['interrogative particle', 'repetition of a tune small', 'tender']",,3,4,[],['エウ']
['radical number 9'],,2,9,[],[]
['to assemble. to gather together'],,3,9,['あつまる'],"['シュウ', 'ジュウ']"
[],,4,9,[],"['ハツ', 'ハチ']"
['tribe'],,5,9,[],[]
[],,6,9,[],[]
"['companion', 'mate', 'colleague']",,9,9,[],[]
"['all', 'together', 'accompany']",,10,9,['ともに'],['ク']
['combine'],,10,9,"['あわせる', 'ならぶ', 'しかし']",['ヘイ']
['tribe'],,12,9,[],"['リツ', 'リチ']"
[],,12,9,[],['カク']
['the Dai minority living in South China'],,12,9,[],[]
[],,13,9,['はやいさま'],"['ショウ', 'シュ', 'ソウ']"
"['foolish', 'silly', 'stupid', 'an imbecile']",,13,9,[],['サ']
[],,14,9,['たけだけしいさま'],['コウ']
[],,14,9,[],[]
['minority name'],,14,9,[],[]
[],,12,10,[],[]
"['frontier pass', 'close', 'relation']",,6,12,[],[]
"['raise', 'rear', 'bring up', 'support']",,9,12,[],[]
"['mud', 'surname']",,9,15,[],[]
['surname'],,10,15,"['さむ.い', 'すず.しい']",['セイ']
[],,10,18,"['はぐ', 'むく', 'はげる']",['ハク']
[],,11,18,"['たつ', 'さばく']","['タン', 'セン', 'セイ']"
"['brief note', 'official communique']",,14,18,"['さす', 'かぎ', 'かま']","['サツ', 'トウ']"
[],,9,19,[],[]
"['imperial degree', 'daoist magic']",,10,19,[],['バウ']
"['equal', 'impartially', 'uniform', 'even']",,4,20,"['すくない', 'ひとしい']",['イン']
[],,7,22,['はこ'],"['キャク', 'コク']"
"['lie down', 'crouch']",,8,25,[],[]
['(nuptial) winecups'],,8,26,['さかずき'],['キン']
['promptly'],,9,26,"['つく', 'すなわち', 'もし']","['ソク', 'ショク']"
[],,5,30,[],[]
"['shout', 'roar', 'bellow', 'scold']",,6,30,[],['タ']
"['swallow', 'absorb', 'annex', 'engulf']",,7,30,['のむ'],"['ドン', 'トン', 'テン']"
[],,7,30,['こえ'],"['カイ', 'ケ', 'カ']"
"['vomit', 'annoy', 'enrage']",,7,30,[],[]
['to rest'],,8,30,"['いき', 'いこう']","['キ', 'チ', 'レイ', 'リョウ']"
"['harmony', 'peace', 'conciliation', 'to be on good terms with', 'kindly', 'mild']",,8,30,[],['ワ']
['to whisper. to blame to slander'],,9,30,"['ささやく', 'そしる']","['シュウ', 'ユウ']"
[],,9,30,[],"['トウ', 'ズ']"
[],,10,30,"['こえ', 'みだれる']","['ホツ', 'ホチ', 'ハイ', 'ヘ']"
[],,10,30,[],"['タツ', 'テチ']"
['to speak'],,12,30,"['いびき', 'とじる']","['ガン', 'ゴン']"
"['cackling of fowls to gag', 'to vomit']",,13,30,['しゃくり'],"['カク', 'キャク']"
[],,14,30,[],[]
"['roar', 'howl', 'scream', 'whistle']",,15,30,"['うそぶく', 'もぐぶく']","['ショウ', 'シツ', 'シュウ']"
[],,15,30,['たべる'],['トウ']
"['exhale', 'blow out', 'deep sigh', 'hiss', 'praise', 'flatter', 'lie']",,14,30,"['ふく', 'うそ']",['キョ']
['used in transliterations'],,16,30,[],"['カツ', 'カチ']"
"['read aloud', 'recite', 'chant', 'droop']",,20,30,[],['タ']
[],,4,32,[],[]
"['a wharf', 'dock', 'jetty', 'a trading center', 'port', 'place name']",,10,32,[],[]
[],,11,32,"['まと', 'のり', 'あずち']","['シュン', 'タ', 'ダ', 'タイ', 'テ', 'コウ', 'ジュク']"
[],,14,32,"['つち', 'すなじ', 'にごる']",['シン']
"['increase', 'add to', 'augment']",,15,32,"['ます', 'ふえる', 'ふやす']","['ゾウ', 'ソウ']"
[],,15,32,[],[]
[],,16,32,[],[]
"['mound', 'grave', 'ridge in field']",,19,32,[],['ロウ']
[],,9,33,['たてる'],"['シュ', 'チュ']"
"['return', 'repeat', 'repeatedly']",,9,35,[],[]
[],,7,37,[],[]
['beautiful'],,8,38,['うつくしい'],"['ケン', 'ゲン']"
[],,10,38,['すらりとしてみめよい'],"['テイ', 'ジョウ', 'テン']"
[],,12,38,['みめよい'],"['ビ', 'ミ']"
[],,14,38,[],[]
['drowsy'],,12,40,"['おびえる', 'おそわれる', 'ねいる']","['ヘイ', 'ケイ']"
"['broad', 'wide', 'spacious', 'vast']",,15,40,"['ひろい', 'ゆるやか', 'くつろぐ']",['カン']
"['to state to', 'to announce']",,10,41,"['しく', 'あまねし', 'もと', 'はらう']","['フ', 'ホ']"
"['you', 'your']",,5,42,"['しかり', 'わける', 'なんじ', 'ちかい']","['ジ', 'ニ']"
[],,11,44,"['しりぞく', 'おおう']","['ヘイ', 'ビョウ']"
[],,12,44,[],"['テイ', 'タイ', 'セフ']"
"['peak', 'cliff', 'precipice']",,8,46,[],"['テウ', 'デウ']"
"['mountain ridge', 'mountain peak']",,8,46,[],['レイ']
[],,9,46,[],"['カイ', 'キ']"
['Kunlun mountains in Jiangsu'],,11,46,[],['コン']
[],,11,46,['けわ.しい'],['ソウ']
['place name in Guangxi province'],,11,46,[],"['トウ', 'ツ']"
"['mountain in Henan', 'surname']",,12,46,[],"['ケイ', 'ゲイ']"
[],,12,46,[],['ガン']
"['Laoshan', 'mountain in Shandong']",,15,46,[],[]
[],,15,46,[],[]
[],,22,46,[],"['サン', 'ザン']"
[],,22,46,[],[]
"['nest', 'living quarter in tree']",,11,47,[],[]
['combine'],,6,51,"['あわせる', 'ならぶ']","['ヘイ', 'ヒョウ']"
"[""the length of one's two outstretched arms""]",,11,53,[],[]
[],,15,53,"['てんまく', 'つつしむ', 'ひさし']","['ヨク', 'ヨキ', 'イ']"
"['to persecute', 'to oppress in difficulties', 'embarrassed']",,8,54,[],[]
"['return', 'turn around', 'a time']",,10,54,"['まわす', 'まわる', 'かえる', 'めぐる']","['カイ', 'エ']"
"['open', 'initiate', 'begin', 'start']",,4,55,[],[]
[],,7,57,[],[]
"['summon', 'recruit', 'musical note']",,16,60,"['しるし', 'めす']","['チョウ', 'チ']"
"['ethics', 'morality', 'virtue']",,16,60,['おしえ'],['トク']
[],,9,61,[],[]
"['dread', 'shrink from', 'shirk', 'fear']",,12,61,[],[]
[],,14,61,[],[]
"['stupid', 'ignorant', 'dull']",,20,61,[],[]
"['perverse', 'recalcitrant', 'rebellious']",,8,63,"['もどす', 'もとる', 'いたる']","['レイ', 'ライ']"
['drag along'],,7,64,[],[]
"['to strike', 'to run against to throw', 'as a stone']",,8,64,[],[]
"['to collect', 'to join together']",,8,64,[],[]
[],,8,64,[],[]
['to feel or fondle with the fingers'],,11,64,[],[]
[],,11,64,[],[]
[],,11,64,[],[]
"['grasp with hand', 'pinch']",,13,64,[],[]
"['raise', 'lift up', 'surname']",,13,64,['かかげる'],"['ケイ', 'ケツ']"
['insert'],,13,64,"['さす', 'にない', 'とる']",['ソウ']
"['trace', 'copy', 'duplicate', 'pattern']",,15,64,[],[]
"['up', 'uneven']",,12,65,"['かたむ.く', 'そばだ.てる', 'そばだ.つ']",['キ']
['to put forth effort'],,9,66,[],[]
[],,19,66,[],[]
"['to cut to pieces', 'to hack', 'to chop or hew', 'to carve for ornaments']",,17,69,[],[]
['cut'],,25,69,[],[]
['gentle and affable'],,8,72,[],[]
"['bright', 'glorious', 'brilliant']",,9,72,[],[]
[],,10,72,[],[]
"['night', 'evening', 'late']",,11,72,"['くれ', 'おそい']",['バン']
[],,11,72,[],[]
['Anhui province'],,11,72,[],[]
[],,12,72,[],[]
"['calendar', 'era']",,16,72,['こよみ'],['レキ']
"['if', 'supposing', 'nevertheless']",,12,73,[],[]
[],,10,74,[],"['ニク', 'ジク']"
[],,7,75,[],[]
"['the coconut tree', 'rim']",,8,75,[],[]
[],,9,75,[],[]
[],,9,75,[],[]
[],,9,75,[],[]
[],,9,75,[],[]
['fruit tree'],,10,75,[],[]
"['name of tree', 'a part of cornice']",,10,75,[],[]
[],,10,75,[],[]
['fence'],,11,75,[],[]
[],,11,75,[],[]
[],,11,75,[],[]
['long'],,11,75,[],[]
['a pear'],,12,75,[],[]
[],,12,75,[],[]
[],,12,75,[],[]
[],,12,75,[],[]
[],,12,75,[],[]
[],,13,75,[],[]
[],,14,75,[],[]
[],,14,75,[],[]
[],,14,75,[],[]
[],,15,75,[],[]
"['generally', 'approximately']",,14,75,[],[]
"['generally', 'approximately']",,15,75,"['とかき', 'おおむね', 'おもむき']","['ガイ', 'カイ']"
[],,15,75,[],[]
[],,15,75,[],[]
['tall tree'],,16,75,[],[]
"['across', 'horizontal', 'lateral']",,16,75,"['よこ', 'よこたわる', 'よこたえる']","['オウ', 'コウ']"
"['shelf', 'frame', 'crosspiece']",,17,75,[],[]
[],,17,75,[],[]
"['cage', 'pen', 'set of bars']",,20,75,[],[]
[],,22,75,[],[]
"['step', 'pace', 'walk', 'stroll']",,7,77,"['あるく', 'あゆむ', 'あゆみ']","['ホ', 'ブ', 'フ']"
[],,10,77,[],[]
"['take place', 'past', 'history']",,16,77,[],[]
"['vicious', 'depraved', 'bad']",,5,78,[],[]
"['die', 'death', 'dead']",,8,78,['しぬ'],"['ボツ', 'モチ']"
[],,16,79,[],[]
['fertile eggs'],,16,79,[],[]
"['every', 'each']",,7,80,['つね'],"['マイ', 'バイ']"
"['help', 'assist', 'connect', 'adjoin']",,9,81,[],[]
"['felt', 'coarse fabrics use for rugs', 'carpets', 'wrappers etc.']",,17,82,[],[]
['billows'],,8,85,[],[]
"['filter', 'Shanghai', 'river near Shanghai']",,8,85,[],[]
['river in Shantung'],,9,85,[],[]
['a raft'],,9,85,[],[]
"['drain off', 'leak', 'flow', 'pour down']",,9,85,[],[]
[],,10,85,[],[]
['a fountain or spring'],,10,85,[],[]
['sound'],,10,85,[],[]
[],,11,85,[],[]
[],,11,85,[],[]
[],,11,85,[],[]
[],,11,85,[],[]
[],,11,85,[],[]
"['ford stream', 'wade across']",,11,85,"['わたる', 'かかわる']",['ショウ']
['dirt'],,11,85,[],[]
[],,11,85,[],[]
[],,12,85,[],[]
"['rinse', 'cook or boil in juice']",,12,85,[],[]
[],,12,85,[],[]
[],,12,85,[],[]
"['tears', 'weep', 'cry']",,12,85,['なみだ'],"['ルイ', 'レイ']"
"['soak through', 'infiltrate']",,12,85,['しみる'],['シン']
"['thirsty', 'parched', 'yearn', 'pine']",,13,85,"['かわく', 'かわき']",['カツ']
[],,13,85,[],[]
"['lukewarm', 'warm', 'tepid', 'mild']",,14,85,"['あたたか', 'あたためる']","['オン', 'ウン']"
['bromine'],,14,85,[],[]
"['waters converging to one spot', 'whirling waters']",,14,85,[],[]
[],,15,85,[],[]
[],,15,85,[],[]
[],,15,85,[],[]
"['to blow out', 'to puff out']",,16,85,[],[]
[],,16,85,[],[]
"['slippery', 'smooth']",,17,85,[],[]
[],,17,85,[],[]
[],,19,85,[],[]
"['swift current', 'rapids']",,20,85,['せ'],['ライ']
['sound'],,21,85,[],[]
[],,22,85,[],[]
